index,Show_ID,Date_Added,Country,Director,Duration,Listed_In,Rating,Release_Year,Title,Type,Budget,Sales,Profit,Continent,Profitable?
7314,9553,2018-09-27,Hong Kong,Chi Fat Chan,95 min,"Dramas, Independent Movies, International Movies",TV-MA,2016,Weeds on Fire,Movie,1616302,3300595,1684293,Asia,Yes
1299,9554,2017-03-31,United Kingdom,Not Given,2 Seasons,"British TV Shows, Docuseries, Science & Nature TV",TV-PG,2016,Weird Wonders of the World,TV Show,4439780,1196502,-3243278,Europe,No
6682,9555,2018-03-01,India,Ashish R. Mohan,124 min,"Comedies, International Movies",TV-MA,2015,Welcome 2 Karachi,Movie,1942462,3376446,1433984,Asia,Yes
8287,9556,2017-10-01,United States,"Stephen Donnelly, Olly Reid, Jun Falkenstein",73 min,Children & Family Movies,TV-Y7,2016,Welcome to Monster High: The Origin Story,Movie,925675,2392506,1466831,North America,Yes
5253,9557,2017-03-23,United States,Abel Ferrara,108 min,"Dramas, Independent Movies",R,2014,Welcome to New York,Movie,2603471,4335815,1732344,North America,Yes
4833,9558,2018-02-06,United States,Trevor Ryan,84 min,"Comedies, Horror Movies, Independent Movies",TV-MA,2017,Welcome to Willits,Movie,2786797,3086181,299384,North America,Yes
1479,9559,2019-10-01,Poland,Stanisław Różewicz,93 min,"Classic Movies, Dramas, International Movies",TV-MA,1967,Westerplatte Resists,Movie,4338147,3520957,-817190,Europe,No
7261,9560,2019-08-09,Not Given,Michael Fahey,96 min,"Documentaries, Sports Movies",TV-MA,2019,Westside vs. the World,Movie,1645254,2865579,1220325,Unknown,Yes
660,9561,2021-05-18,India,Kaashvie Nair,140 min,"Comedies, Dramas, International Movies",TV-14,2021,Sardar Ka Grandson,Movie,4874388,5005091,130703,Asia,Yes
3230,9562,2018-07-01,China,Huang Lei,102 min,"Comedies, Dramas, International Movies",TV-14,2017,What a Wonderful Family!,Movie,3510850,3838623,327773,Asia,Yes
8017,9563,2017-05-05,Turkey,Not Given,1 Season,"International TV Shows, TV Comedies, TV Dramas",TV-14,2016,What Happens to My Family,TV Show,1162840,2246736,1083896,Asia,Yes
5853,9564,2017-01-01,Taiwan,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2012,What Is Love?,TV Show,2333128,2317415,-15713,Asia,No
6809,9565,2020-01-01,United States,Robert Zemeckis,130 min,"Horror Movies, Thrillers",PG-13,2000,What Lies Beneath,Movie,1887500,4689501,2802001,North America,Yes
6927,9566,2019-02-01,United Kingdom,Rebecca Harrison,52 min,Documentaries,TV-14,2017,What Makes a Psychopath?,Movie,1830172,3788701,1958529,Europe,Yes
979,9567,2018-12-21,United States,Josh Mendoza,91 min,"Dramas, Thrillers",TV-14,2018,What Still Remains,Movie,4641848,3698359,-943489,North America,No
5753,9568,2018-12-08,Indonesia,"Rudy Soedjarwo, Riri Riza",110 min,"Dramas, International Movies, Romantic Movies",R,2002,What's Up With Love?,Movie,2384147,4443459,2059312,Asia,Yes
8742,9569,2018-12-29,United States,Not Given,5 Seasons,TV Dramas,TV-PG,2017,When Calls the Heart,TV Show,279235,1162631,883396,North America,Yes
7060,9570,2016-12-25,United Kingdom,"Ritu Sarin, Tenzing Sonam",75 min,"Documentaries, International Movies",NR,2013,When Hari Got Married,Movie,1755102,4901959,3146857,Europe,Yes
7659,9571,2016-11-30,Peru,"Heidi Brandenburg, Mathew Orzel",103 min,"Documentaries, International Movies",TV-14,2016,When Two Worlds Collide,Movie,1410106,3860651,2450545,South America,Yes
6570,9572,2021-05-16,United States,J.D. Dillard,89 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",R,2016,Sleight,Movie,1990351,5004352,3014001,North America,Yes
4499,9573,2020-01-15,Germany,Marek Kanievska,89 min,"Action & Adventure, Comedies, Dramas",PG-13,2000,Where the Money Is,Movie,2939199,4691774,1752575,Europe,Yes
1433,9574,2018-01-22,United States,Scott Zabielski,86 min,Comedies,R,2017,Where's the Money,Movie,4367341,4241958,-125383,North America,No
4102,9575,2017-10-23,United States,Noah Baumbach,97 min,"Comedies, Dramas, Independent Movies",R,2015,While We're Young,Movie,3126138,4301551,1175413,North America,Yes
6084,9576,2019-08-01,United Kingdom,Paul Raschid,89 min,"Sci-Fi & Fantasy, Thrillers",TV-MA,2018,White Chamber,Movie,2218764,2960717,741953,Europe,Yes
2921,9577,2017-09-25,United Kingdom,Benjamin Turner,91 min,"Comedies, Independent Movies, Thrillers",TV-MA,2016,White Island,Movie,3651830,3255343,-396487,Europe,No
7030,9578,2017-09-01,United States,Drew Stone,78 min,"Documentaries, LGBTQ Movies, Music & Musicals",TV-MA,2017,Who the F**k Is That Guy?,Movie,1773490,3092668,1319178,North America,Yes
5754,9579,2019-07-01,United States,Martin Scorsese,90 min,"Classic Movies, Dramas, Independent Movies",R,1967,Who's That Knocking at My Door?,Movie,2383688,4492731,2109043,North America,Yes
4968,9580,2017-01-01,Taiwan,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2011,Who's the One,TV Show,2728776,2327848,-400928,Asia,No
5879,9581,2019-02-01,United Kingdom,"Milla Harrison-Hansley, Alicky Sussman",50 min,Documentaries,TV-14,2016,Why Are We Getting So Fat?,Movie,2322900,3853911,1531011,Europe,Yes
7713,9582,2017-10-15,Canada,Dhruv Dhawan,84 min,Documentaries,TV-MA,2016,Why Knot,Movie,1371760,3318474,1946714,North America,Yes
3008,9583,2021-05-15,India,Nikhil Pherwani,81 min,"Dramas, Independent Movies, International Movies",TV-MA,2021,Ahaan,Movie,3608766,5004016,1395250,Asia,Yes
1172,9584,2017-03-31,United States,"Frank Capra, Anatole Litvak",82 min,Documentaries,TV-PG,1943,Why We Fight: The Battle of Russia,Movie,4520962,2678821,-1842141,North America,No
6290,9585,2017-03-31,United Kingdom,Not Given,1 Season,"British TV Shows, Docuseries, Science & Nature TV",TV-PG,2015,Wild Alaska,TV Show,2113180,1226831,-886349,Europe,No
218,9586,2017-03-31,United Kingdom,Not Given,1 Season,"British TV Shows, Docuseries, Science & Nature TV",TV-PG,2013,Wild Arabia,TV Show,5345456,1255687,-4089769,Europe,No
8585,9587,2020-01-01,United States,Barry Sonnenfeld,106 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",PG-13,1999,Wild Wild West,Movie,584682,4694402,4109720,North America,Yes
234,9588,2020-09-01,United States,Paul Dano,105 min,"Dramas, Independent Movies",PG-13,2018,Wildlife,Movie,5320350,4517258,-803092,North America,No
3645,9589,2017-11-04,United Kingdom,Morgan Matthews,105 min,"Documentaries, International Movies, Sports Movies",TV-MA,2017,Williams,Movie,3324093,3130784,-193309,Europe,No
7270,9590,2020-01-01,United States,Mel Stuart,100 min,"Children & Family Movies, Classic Movies, Comedies",G,1971,Willy Wonka & the Chocolate Factory,Movie,1640272,4945438,3305166,North America,Yes
3251,9591,2018-02-26,France,Pascale Lamche,85 min,"Documentaries, International Movies",TV-14,2017,Winnie,Movie,3499927,3835707,335780,Europe,Yes
1996,9592,2018-12-15,United States,Not Given,1 Season,Reality TV,TV-G,2016,Winsanity,TV Show,4066962,2057187,-2009775,North America,No
7876,9593,2016-11-01,Australia,John Duigan,86 min,"Classic Movies, Dramas",NR,1981,Winter of Our Dreams,Movie,1278616,4923134,3644518,Oceania,Yes
3443,9594,2021-05-15,United Kingdom,Not Given,1 Season,Kids' TV,TV-Y,2021,Booba: Food Puzzle,TV Show,3415053,890250,-2524803,Europe,No
204,9595,2017-08-01,Turkey,Not Given,1 Season,"International TV Shows, TV Dramas, TV Thrillers",TV-MA,2014,Winter Sun,TV Show,5363448,1969092,-3394356,Asia,No
4075,9596,2019-03-01,United States,Debra Granik,100 min,"Dramas, Independent Movies",R,2010,Winter's Bone,Movie,3137000,4387622,1250622,North America,Yes
1075,9597,2018-08-16,United States,Zach Braff,106 min,"Comedies, Dramas, Independent Movies",R,2014,Wish I Was Here,Movie,4580736,4337199,-243537,North America,No
5926,9598,2019-12-03,United States,Theo Davies,108 min,"Children & Family Movies, Dramas",TV-14,2019,Wish Man,Movie,2301265,3640455,1339190,North America,Yes
906,9599,2018-05-01,Canada,Adrian Murray,74 min,"Dramas, Independent Movies",TV-MA,2017,Withdrawn,Movie,4695007,3199971,-1495036,North America,No
7237,9600,2019-03-29,United States,Bart Freundlich,109 min,"Dramas, Independent Movies, Sports Movies",R,2016,Wolves,Movie,1657815,4286520,2628705,North America,Yes
2583,9601,2016-11-01,United States,Not Given,3 Seasons,"Crime TV Shows, Docuseries",TV-14,2010,Women Behind Bars,TV Show,3809071,2331933,-1477138,North America,No
6829,9602,2019-08-13,United States,Barak Goodman,97 min,"Documentaries, Music & Musicals",TV-MA,2019,Woodstock,Movie,1874995,2796952,921957,North America,Yes
8105,9603,2019-11-20,United States,Oliver Stone,129 min,"Action & Adventure, Dramas",PG-13,2006,World Trade Center,Movie,1098242,4659440,3561198,North America,Yes
6598,9604,2019-02-01,United Kingdom,Not Given,1 Season,"British TV Shows, Docuseries",TV-PG,2017,World's Busiest Cities,TV Show,1978072,1167507,-810565,Europe,No
1423,9605,2021-05-15,Philippines,Mae Czarina Cruz,116 min,"Dramas, International Movies, Romantic Movies",TV-MA,2020,Love or Money,Movie,4373077,5006238,633161,Asia,Yes
8043,9606,2019-02-01,Not Given,Storm Theunissen,49 min,Movies,TV-PG,2015,World's Weirdest Homes,Movie,1147142,2597092,1449950,Unknown,Yes
1696,9607,2019-06-05,United States,David Guy Levy,93 min,"Horror Movies, Independent Movies, Thrillers",TV-MA,2013,Would You Rather,Movie,4220333,3412434,-807899,North America,No
974,9608,2017-07-01,Pakistan,Yasir Nawaz,133 min,"Comedies, International Movies, Romantic Movies",TV-14,2015,Wrong No.,Movie,4645125,3917980,-727145,Asia,No
4291,9609,2017-10-01,India,Mikhil Musale,140 min,"Dramas, International Movies",TV-MA,2016,Wrong Side Raju,Movie,3039731,3295736,256005,Asia,Yes
6765,9610,2017-03-31,United States,John Huston,45 min,Documentaries,TV-PG,1943,WWII: Report from the Aleutians,Movie,1907351,2679143,771792,North America,Yes
6919,9611,2020-01-01,United States,Lawrence Kasdan,191 min,Action & Adventure,PG-13,1994,Wyatt Earp,Movie,1834521,4707279,2872758,North America,Yes
6457,9612,2017-06-22,Canada,"Jovanka Vuckovic, Annie Clark, Roxanne Benjamin, Karyn Kusama",81 min,Horror Movies,R,2017,XX,Movie,2037245,4263533,2226288,North America,Yes
473,9613,2019-01-01,United States,Rob Cohen,124 min,"Action & Adventure, Sports Movies",PG-13,2002,XXx,Movie,5029628,4683095,-346533,North America,No
5700,9614,2019-01-01,United States,Lee Tamahori,101 min,Action & Adventure,PG-13,2005,XXX: State of the Union,Movie,2408858,4672680,2263822,North America,Yes
7559,9615,2017-06-01,Mexico,Alfonso Cuarón,106 min,"Dramas, Independent Movies, International Movies",R,2001,Y Tu Mamá También,Movie,1474138,4447016,2972878,North America,Yes
2183,9616,2021-05-14,India,Not Given,1 Season,"Docuseries, International TV Shows",TV-MA,2021,Alma Matters,TV Show,3982406,1385714,-2596692,Asia,No
1934,9617,2018-03-01,India,N. Chandra,137 min,"Dramas, Independent Movies, International Movies",TV-MA,2008,Y.M.I.: Yeh Mera India,Movie,4098368,3473377,-624991,Asia,No
5044,9618,2018-03-01,India,Subhash Ghai,171 min,"Dramas, International Movies, Romantic Movies",TV-14,2001,Yaadein,Movie,2697560,4113628,1416068,Asia,Yes
65,9619,2017-11-01,India,Ksshitij Chaudhary,132 min,"Dramas, International Movies, Music & Musicals",TV-14,2011,Yaara O Dildaara,Movie,5614933,4034388,-1580545,Asia,No
2669,9620,2017-05-01,India,Sangeeth Sivan,147 min,"Action & Adventure, Comedies, International Movies",TV-14,2013,Yamla Pagla Deewana 2,Movie,3763502,3985640,222138,Asia,Yes
2625,9621,2018-01-01,India,Kedar Shinde,151 min,"Comedies, Dramas, International Movies",TV-PG,2006,Yanda Kartavya Aahe,Movie,3788449,2646736,-1141713,Asia,No
4358,9622,2019-10-22,Egypt,Abu Bakr Shawky,97 min,"Dramas, Independent Movies, International Movies",TV-14,2018,يوم الدين,Movie,3007321,3756752,749431,Africa,Yes
7702,9623,2018-08-31,India,Not Given,1 Season,"International TV Shows, TV Comedies",TV-PG,2018,Yeh Meri Family,TV Show,1380416,1161532,-218884,Asia,No
77,9624,2015-08-05,France,Christian De Vita,90 min,"Children & Family Movies, Comedies",PG,2014,Yellowbird,Movie,5593018,4778798,-814220,Europe,No
245,9625,2018-12-06,Thailand,Saratswadee Wongsomphet,111 min,"International Movies, LGBTQ Movies, Romantic Movies",TV-PG,2010,Yes or No,Movie,5308343,2637323,-2671020,Asia,No
6452,9626,2018-11-08,Thailand,Saratswadee Wongsomphet,112 min,"International Movies, LGBTQ Movies, Romantic Movies",TV-PG,2012,Yes or No 2,Movie,2039942,2624726,584784,Asia,Yes
1712,9627,2021-05-14,India,Praveen Kandregula,99 min,"Comedies, Independent Movies, International Movies",TV-MA,2021,Cinema Bandi,Movie,4210873,5002761,791888,Asia,Yes
7138,9628,2018-11-08,Thailand,Kirati Nakintanon,107 min,"International Movies, LGBTQ Movies, Romantic Movies",TV-PG,2015,Yes or No 2.5,Movie,1707847,2595009,887162,Asia,Yes
2262,9629,2016-04-01,United States,Not Given,1 Season,"Anime Series, Kids' TV",TV-Y7,2015,Yo-Kai Watch,TV Show,3941992,779356,-3162636,North America,No
381,9630,2016-12-01,Japan,Mark Risley,96 min,"Anime Features, Children & Family Movies",TV-Y7,2016,Yo-Kai Watch: The Movie,Movie,5152409,2394956,-2757453,Asia,No
87,9631,2016-12-02,United States,Kevin Smith,88 min,"Comedies, Horror Movies, Independent Movies",PG-13,2016,Yoga Hosers,Movie,5565737,4547103,-1018634,North America,No
4531,9632,2018-06-23,Pakistan,Not Given,1 Season,Kids' TV,TV-Y,2016,Yoko,TV Show,2926475,1014472,-1912003,Asia,No
950,9633,2018-06-23,Russia,Not Given,78 min,Children & Family Movies,TV-Y,2015,Yoko and His Friends,Movie,4664096,2448514,-2215582,Europe,No
8752,9634,2018-06-07,Pakistan,Not Given,1 Season,Kids' TV,TV-Y7,2016,YOM,TV Show,257259,750792,493533,Asia,Yes
4249,9635,2017-12-31,United Kingdom,James Brown,87 min,Children & Family Movies,TV-G,2017,You Can Tutu,Movie,3060345,3549883,489538,Europe,Yes
5796,9636,2017-12-19,United States,Kenny Young,85 min,"Comedies, Romantic Movies",TV-PG,2017,You Can’t Fight Christmas,Movie,2361498,2534869,173371,North America,Yes
953,9637,2016-07-01,Croatia,Ivona Juka,157 min,"Dramas, International Movies",TV-MA,2015,You Carry Me,Movie,4661554,3384432,-1277122,Europe,No
458,9638,2021-05-14,Belgium,Cecilia Verheyden,107 min,"Dramas, International Movies, Thrillers",TV-MA,2021,Ferry,Movie,5045396,5002512,-42884,Europe,No
8478,9639,2019-02-27,Philippines,Cathy Garcia-Molina,116 min,"Comedies, Dramas, International Movies",TV-PG,2009,You Changed My Life,Movie,728820,2639250,1910430,Asia,Yes
5024,9640,2019-09-01,United States,Dennis Dugan,113 min,"Action & Adventure, Comedies",UR,2008,You Don't Mess with the Zohan,Movie,2708003,2366258,-341745,North America,No
2541,9641,2019-11-20,United States,Jason Reitman,94 min,"Comedies, Dramas, Independent Movies",R,2011,Young Adult,Movie,3820472,4375591,555119,North America,Yes
6488,9642,2016-11-01,Hong Kong,Mu Chu,81 min,"Action & Adventure, International Movies",NR,1973,Young Tiger,Movie,2024035,4923467,2899432,Asia,Yes
4285,9643,2019-11-20,United States,Raja Gosnell,88 min,"Children & Family Movies, Comedies",PG,2005,"Yours, Mine and Ours",Movie,3041420,4831045,1789625,North America,Yes
7696,9644,2018-10-11,Egypt,Mohamed Diab,98 min,"Dramas, Independent Movies, International Movies",TV-14,2016,اشتباك,Movie,1384014,3902646,2518632,Africa,Yes
4001,9645,2018-05-01,Japan,Not Given,2 Seasons,"Anime Series, Kids' TV",TV-Y7,2015,Yu-Gi-Oh! Arc-V,TV Show,3168537,787483,-2381054,Asia,No
870,9646,2017-01-17,Turkey,Not Given,2 Seasons,"International TV Shows, TV Dramas",TV-PG,2016,Yunus Emre,TV Show,4717945,1207021,-3510924,Asia,No
2035,9647,2018-09-13,United States,Not Given,3 Seasons,Kids' TV,TV-Y7,2016,Zak Storm,TV Show,4049949,734788,-3315161,North America,No
8492,9648,2019-12-31,India,Chandra Prakash Dwivedi,131 min,"Comedies, Dramas, International Movies",TV-MA,2014,Zed Plus,Movie,708697,3407253,2698556,Asia,Yes
4455,9649,2021-09-10,Pakistan,Not Given,2 Seasons,"Kids' TV, Korean TV Shows",TV-Y,2019,Titipo Titipo,TV Show,2962722,6051986,3089264,Asia,Yes
220,9650,2021-05-14,United States,Daniel Minahan,1 Season,TV Dramas,TV-MA,2021,Halston,TV Show,5341959,5002395,-339564,North America,No
6080,9651,2018-02-15,India,Avadhoot Gupte,120 min,"Dramas, International Movies",TV-14,2009,Zenda,Movie,2220300,4063419,1843119,Asia,Yes
6986,9652,2016-12-15,Pakistan,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV-PG,2012,Zindagi Gulzar Hai,TV Show,1794344,1265342,-529002,Asia,No
171,9653,2016-03-09,United Arab Emirates,Majid Al Ansari,96 min,"Dramas, International Movies, Thrillers",TV-MA,2015,Zinzana,Movie,5404456,3344383,-2060073,Asia,No
708,9654,2019-11-20,United States,David Fincher,158 min,"Cult Movies, Dramas, Thrillers",R,2007,Zodiac,Movie,4839353,4416875,-422478,North America,No
7819,9655,2019-07-01,Pakistan,Not Given,2 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",TV-Y7,2018,Zombie Dumb,TV Show,1314776,656138,-658638,Asia,No
5567,9656,2019-11-01,United States,Ruben Fleischer,88 min,"Comedies, Horror Movies",R,2009,Zombieland,Movie,2462917,4396812,1933895,North America,Yes
7078,9657,2020-01-11,United States,Peter Hewitt,88 min,"Children & Family Movies, Comedies",PG,2006,Zoom,Movie,1747088,4824393,3077305,North America,Yes
8635,9658,2019-03-02,India,Mozez Singh,111 min,"Dramas, International Movies, Music & Musicals",TV-14,2015,Zubaan,Movie,529094,3940540,3411446,Asia,Yes
3968,9659,2021-05-14,United States,Not Given,3 Seasons,"Reality TV, TV Horror, TV Thrillers",TV-MA,2021,Haunted,TV Show,3186266,1316800,-1869466,North America,No
1562,9660,2021-05-14,South Africa,Donovan Marsh,107 min,"Dramas, International Movies, Thrillers",TV-MA,2021,I Am All Girls,Movie,4298120,5001423,703303,Africa,Yes
7677,9661,2021-05-14,Mauritius,Brent Dawes,90 min,"Children & Family Movies, Comedies",TV-Y7,2021,Jungle Beat: The Movie,Movie,1397639,5000716,3603077,Africa,Yes
8096,9662,2021-05-14,United States,Not Given,2 Seasons,"TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy",TV-MA,2021,"Love, Death & Robots",TV Show,1102882,1324141,221259,North America,Yes
5104,9663,2021-05-14,South Korea,Not Given,1 Season,"International TV Shows, TV Dramas",TV-MA,2021,Move to Heaven,TV Show,2668934,1365003,-1303931,Asia,No
3485,9664,2021-05-14,Canada,Leli Maki,104 min,"Comedies, Dramas, International Movies",TV-MA,2018,Table Manners,Movie,3397137,5000162,1603025,North America,Yes
3571,9665,2021-05-14,Not Given,Uzodinma Okpechi,1 Season,"International TV Shows, TV Horror, TV Sci-Fi & Fantasy",TV-14,2020,The Mystic River,TV Show,3363327,5002252,1638925,Unknown,Yes
6789,9666,2021-05-14,Austria,Daniel Prochaska,100 min,"Horror Movies, International Movies, Thrillers",TV-MA,2020,The Strange House,Movie,1893829,5000147,3106318,Europe,Yes
1946,9667,2021-05-14,Pakistan,Not Given,32 min,Comedies,TV-14,2021,The Upshaws - The Afterparty,Movie,4091959,3575023,-516936,Asia,No
8095,9668,2021-09-09,Not Given,Marcus Clarke,96 min,"Documentaries, Sports Movies",PG-13,2021,Blood Brothers: Malcolm X & Muhammad Ali,Movie,1103522,5830770,4727248,Unknown,Yes
2785,9669,2021-05-14,United States,Joe Wright,102 min,"Dramas, Thrillers",R,2021,The Woman in the Window,Movie,3710998,4999674,1288676,North America,Yes
